hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,weather_index,hour_of_day_binary,visibility_binary
3,4,7,0,1,1,24.1,21.1,83.6,0.0,0.0,12.2,79.3,15.9,low_bike_demand,40.4,0,1
13,2,3,0,1,0,8.7,-4.4,39.21,0.0,0.0,31.0,25.3,16.0,low_bike_demand,41.2725,1,1
21,0,12,0,1,0,4.9,1.1,76.83,0.0,0.0,8.7,96.4,16.0,low_bike_demand,32.2925,0,1
22,6,12,0,0,0,2.7,-5.6,54.14,0.0,0.0,22.6,44.6,16.0,low_bike_demand,35.74,0,1
1,1,7,0,1,1,23.3,16.7,66.19,0.0,0.0,7.4,79.3,16.0,low_bike_demand,43.4525,0,1
14,2,10,0,1,1,20.7,16.7,78.1,0.0,0.0,7.9,95.6,16.0,low_bike_demand,39.825,1,1
14,4,12,0,1,0,9.3,-1.8,45.67,0.0,0.0,14.8,84.5,16.0,low_bike_demand,40.457499999999996,1,1
3,6,7,0,0,1,23.9,16.9,64.83,0.0,0.0,6.7,24.4,16.0,low_bike_demand,43.9925,0,1
7,3,5,0,1,1,14.8,9.5,70.24,0.0,0.0,11.0,45.6,16.0,low_bike_demand,38.515,1,1
4,6,11,0,0,0,1.6,-2.8,72.48,0.0,0.0,10.8,0.0,16.0,low_bike_demand,31.580000000000002,0,1
3,2,3,0,1,0,7.8,3.0,71.7,0.0,0.0,10.5,92.8,16.0,low_bike_demand,34.775,0,1
10,2,9,0,1,1,25.7,19.9,70.5,0.0,0.0,16.4,44.6,16.0,low_bike_demand,43.775,1,1
2,2,8,0,1,1,23.2,20.0,81.81,0.0,0.0,9.4,47.1,15.7,low_bike_demand,40.3475,0,1
4,2,11,0,1,0,4.6,2.0,82.69,0.0,0.0,8.7,44.6,16.0,low_bike_demand,30.9775,0,1
1,6,11,0,0,0,3.6,-2.8,63.3,0.0,0.0,9.0,0.0,16.0,low_bike_demand,34.375,0,1
6,0,5,0,1,1,15.0,8.0,62.76,0.0,0.0,30.9,80.3,16.0,low_bike_demand,40.06,0,1
3,0,2,1,1,0,2.7,-7.8,45.7,0.0,0.0,14.6,0.0,16.0,low_bike_demand,37.3,0,1
14,5,2,0,0,0,4.9,-7.7,39.63,0.0,0.0,13.4,84.7,16.0,low_bike_demand,39.3925,1,1
8,3,11,1,1,0,1.5,-0.9,84.27,0.0,0.0,5.2,82.2,16.0,low_bike_demand,29.0825,1,1
23,0,6,0,1,1,20.5,11.6,56.6,0.0,0.0,12.9,52.9,16.0,low_bike_demand,43.875,0,1
3,6,7,0,0,1,25.3,18.4,65.73,0.0,0.0,0.0,50.2,16.0,low_bike_demand,44.4925,0,1
7,2,11,0,1,0,9.3,8.3,93.7,1.112,0.0,12.6,99.5,8.5,low_bike_demand,30.697,1,1
13,2,6,0,1,1,22.0,17.1,73.86,0.0,0.0,21.7,100.0,16.0,low_bike_demand,41.309999999999995,1,1
3,0,10,0,1,1,14.0,10.0,76.87,0.0,0.0,7.8,65.7,16.0,low_bike_demand,36.7825,0,1
6,4,5,0,1,1,12.7,10.7,87.45,0.036,0.0,0.5,90.1,15.8,low_bike_demand,33.9785,0,1
13,3,3,0,1,0,10.5,-2.3,40.79,0.0,0.0,11.9,24.4,16.0,low_bike_demand,41.8525,1,1
17,0,5,0,1,1,21.6,9.5,46.12,0.0,0.0,15.8,94.4,16.0,high_bike_demand,46.245000000000005,1,1
17,0,7,0,1,1,28.2,14.2,42.11,0.0,0.0,19.6,0.0,16.0,high_bike_demand,50.0725,1,1
7,4,4,0,1,1,13.3,-0.5,38.68,0.0,0.0,16.7,100.0,16.0,low_bike_demand,43.53,1,1
22,1,12,0,1,0,0.9,-6.1,59.35,0.0,0.0,7.0,47.6,16.0,low_bike_demand,33.862500000000004,0,1
17,5,4,0,0,1,12.7,-1.6,37.01,0.0,0.0,18.3,96.0,16.0,high_bike_demand,43.5225,1,1
23,2,11,0,1,0,5.8,-0.8,62.29,0.0,0.0,0.0,0.0,16.0,low_bike_demand,35.677499999999995,0,1
13,2,12,0,1,0,11.1,5.1,66.34,0.0,0.0,10.5,99.6,16.0,low_bike_demand,37.464999999999996,1,1
23,1,2,0,1,0,5.1,0.4,71.52,0.0,0.0,9.3,24.4,16.0,low_bike_demand,33.495000000000005,0,1
11,2,2,0,1,0,4.4,-0.7,69.63,0.0,0.0,12.6,0.0,16.0,low_bike_demand,33.517500000000005,1,1
0,4,12,0,1,0,3.0,-5.6,53.05,0.0,0.0,10.3,82.2,16.0,low_bike_demand,36.0875,0,1
5,1,2,0,1,0,3.4,-1.5,70.28,0.0,0.0,8.7,24.4,16.0,low_bike_demand,32.905,0,1
7,0,7,0,1,1,26.6,21.1,71.97,0.0,0.0,11.8,80.3,16.0,low_bike_demand,43.9325,1,1
21,2,3,0,1,1,15.0,13.8,93.02,0.0,0.0,0.2,100.0,10.0,low_bike_demand,33.945,0,1
1,5,10,0,0,1,10.4,6.0,74.37,0.0,0.0,5.2,25.3,16.0,low_bike_demand,35.5075,0,1
21,3,8,0,1,1,26.3,16.8,55.78,0.0,0.0,12.1,44.6,16.0,low_bike_demand,46.83,0,1
3,2,9,0,1,1,14.5,10.6,77.02,0.0,0.0,4.8,53.5,16.0,low_bike_demand,37.02,0,1
17,5,4,0,0,1,15.0,3.8,47.17,0.0,0.0,16.3,92.1,16.0,high_bike_demand,42.9075,1,1
12,1,9,0,1,1,27.8,13.8,42.38,0.0,0.0,15.0,25.3,16.0,high_bike_demand,49.80500000000001,1,1
12,0,7,0,1,1,26.1,13.4,45.43,0.0,0.0,7.8,26.4,16.0,high_bike_demand,48.517500000000005,1,1
23,0,1,1,1,0,1.6,-8.3,47.8,0.0,0.65,36.4,47.8,16.0,low_bike_demand,36.375,0,1
13,1,11,0,1,1,9.3,6.1,80.66,0.278,0.0,17.4,99.6,14.2,low_bike_demand,33.6155,1,1
23,5,3,0,0,1,5.6,-4.4,48.7,0.0,0.0,13.3,24.4,16.0,low_bike_demand,38.125,0,1
16,0,8,0,1,1,26.8,22.8,78.85,0.0,0.0,9.9,27.3,16.0,low_bike_demand,42.6875,1,1
0,5,8,0,0,1,22.7,12.3,51.66,0.0,0.0,0.0,0.0,16.0,low_bike_demand,45.83500000000001,0,1
0,3,12,0,1,0,4.8,-7.8,39.64,0.0,0.0,12.5,0.0,16.0,low_bike_demand,39.339999999999996,0,1
22,0,2,1,1,0,2.1,1.1,93.21,0.267,0.0,10.6,100.0,2.0,low_bike_demand,27.43075,0,0
15,5,1,0,0,0,3.2,-11.7,32.6,0.0,0.3,0.0,44.6,16.0,low_bike_demand,39.72500000000001,1,1
17,6,7,0,0,1,32.0,23.3,60.01,0.0,0.0,24.7,34.7,16.0,low_bike_demand,48.822500000000005,1,1
7,1,7,0,1,1,23.1,18.4,75.06,0.0,0.0,17.2,81.3,16.0,low_bike_demand,41.61,1,1
14,3,3,0,1,1,21.7,11.1,50.98,0.0,0.0,26.0,81.3,16.0,high_bike_demand,45.455,1,1
14,4,7,0,1,1,30.0,17.8,47.93,0.0,0.0,18.3,29.0,16.0,low_bike_demand,49.9675,1,1
18,5,6,0,0,1,32.7,17.2,39.52,0.0,0.0,17.1,44.6,16.0,high_bike_demand,52.595,1,1
19,3,5,0,1,1,20.8,0.1,25.06,0.0,0.0,12.9,50.0,16.0,high_bike_demand,48.96,1,1
9,5,8,0,0,1,22.1,11.1,49.88,0.0,0.0,19.4,0.0,16.0,high_bike_demand,45.83,1,1
5,0,11,0,1,0,7.7,-2.0,50.31,0.0,0.0,23.9,98.8,16.0,low_bike_demand,38.8475,0,1
10,2,6,0,1,1,27.3,23.3,78.88,0.0,0.0,16.5,88.9,15.8,low_bike_demand,42.93000000000001,1,1
19,4,6,0,1,1,26.6,17.9,58.89,0.0,0.0,10.8,24.4,16.0,high_bike_demand,46.4025,1,1
18,1,6,0,1,1,28.2,13.1,39.27,0.0,0.0,13.0,79.3,16.0,high_bike_demand,50.5075,1,1
20,5,3,0,0,1,22.7,9.4,42.79,0.0,0.0,19.8,79.3,16.0,low_bike_demand,47.3275,1,1
15,0,6,0,1,1,32.7,16.7,38.37,0.0,0.0,16.5,47.9,16.0,low_bike_demand,52.7575,1,1
0,3,7,0,1,1,25.8,22.1,80.2,0.0,0.0,13.5,45.6,16.0,low_bike_demand,41.925,0,1
6,0,2,1,1,0,1.4,-7.3,52.31,0.0,0.0,7.8,24.4,16.0,low_bike_demand,35.4475,0,1
21,4,11,0,1,0,13.5,2.4,46.99,0.0,0.0,11.0,0.0,16.0,low_bike_demand,42.2275,0,1
11,4,6,0,1,1,27.8,13.1,40.43,0.0,0.0,18.1,24.4,16.0,low_bike_demand,50.1175,1,1
19,1,4,0,1,1,18.2,9.3,56.09,0.0,0.0,7.9,79.3,16.0,low_bike_demand,42.852500000000006,1,1
16,6,5,0,0,1,24.9,16.1,58.22,0.0,0.0,21.4,52.9,16.0,low_bike_demand,45.695,1,1
2,2,3,0,1,1,13.2,11.2,87.26,0.0,0.0,11.2,100.0,16.0,low_bike_demand,34.285,0,1
14,4,7,0,1,1,31.5,20.8,52.94,0.0,0.0,11.7,84.3,16.0,low_bike_demand,49.84,1,1
0,5,3,0,0,0,15.5,-2.8,28.14,0.0,0.0,20.4,89.1,16.0,low_bike_demand,46.14,0,1
3,3,6,0,1,1,18.7,6.8,45.81,0.0,0.0,12.5,82.3,16.0,low_bike_demand,44.9225,0,1
17,3,2,0,1,0,12.2,-8.5,22.76,0.0,0.0,10.1,0.0,16.0,low_bike_demand,45.235,1,1
5,2,11,0,1,0,2.0,-2.4,72.65,0.0,0.0,0.0,25.3,16.0,low_bike_demand,31.737499999999997,0,1
14,1,5,0,1,1,22.7,3.3,28.22,0.0,0.0,25.3,26.4,16.0,low_bike_demand,49.44500000000001,1,1
1,3,10,0,1,1,6.9,1.1,66.59,0.0,0.0,10.7,46.2,16.0,low_bike_demand,35.3525,0,1
0,0,9,0,1,1,16.8,10.0,64.2,0.0,0.0,7.3,0.0,16.0,low_bike_demand,40.65,0,1
14,6,4,0,0,1,13.3,-3.3,31.55,0.0,0.0,31.0,46.6,16.0,high_bike_demand,44.6125,1,1
13,2,1,0,1,0,6.7,1.0,67.16,0.0,0.0,12.7,89.1,16.0,low_bike_demand,35.135000000000005,1,1
5,3,5,0,1,1,22.1,20.7,91.6,0.0,0.0,16.3,100.0,16.0,low_bike_demand,37.8,0,1
11,6,11,0,0,0,7.3,-1.0,55.3,0.0,0.0,14.6,24.4,16.0,low_bike_demand,37.75,1,1
11,6,6,0,0,1,20.6,10.6,52.79,0.0,0.0,5.8,61.2,16.0,high_bike_demand,44.6025,1,1
14,2,7,0,1,1,32.2,17.1,40.62,0.0,0.0,8.0,24.4,16.0,low_bike_demand,52.17,1,1
7,3,12,0,1,0,2.7,-8.3,44.04,0.0,0.0,13.4,25.8,16.0,low_bike_demand,37.589999999999996,1,1
20,1,1,0,1,0,1.7,-7.7,49.75,0.0,0.0,33.9,100.0,16.0,low_bike_demand,36.0625,1,1
6,3,7,0,1,1,23.6,21.6,88.88,0.0,0.0,4.8,86.5,14.9,low_bike_demand,39.08,0,1
3,6,1,0,0,0,4.8,-0.8,67.13,0.0,0.0,10.9,44.6,16.0,low_bike_demand,34.2175,0,1
10,1,8,0,1,1,28.8,21.1,63.23,0.0,0.0,18.1,27.2,16.0,low_bike_demand,46.6675,1,1
4,1,3,0,1,1,9.5,4.7,72.13,0.0,0.0,5.4,0.0,16.0,low_bike_demand,35.5175,0,1
7,2,6,0,1,1,24.9,22.8,88.22,0.0,0.0,17.9,64.4,16.0,low_bike_demand,39.870000000000005,1,1
0,6,4,0,0,1,15.9,13.0,82.48,0.0,0.0,7.8,89.1,16.0,low_bike_demand,36.605,0,1
21,5,12,0,0,0,-8.4,-15.6,56.12,0.0,0.0,14.1,25.3,16.0,low_bike_demand,29.970000000000006,0,1
2,2,4,0,1,1,16.9,10.0,64.07,0.0,0.0,0.4,0.0,16.0,low_bike_demand,40.7075,0,1
22,5,6,0,0,1,26.8,19.4,64.01,0.0,0.0,0.4,88.9,16.0,low_bike_demand,45.5475,0,1
1,6,1,0,0,0,1.7,-5.0,61.44,0.0,0.0,11.4,24.4,16.0,low_bike_demand,33.815,0,1
2,1,9,0,1,1,22.7,20.6,88.15,0.0,0.0,0.5,69.6,16.0,low_bike_demand,38.7875,0,1
19,5,11,0,0,0,6.6,-1.2,57.6,0.0,0.0,13.9,90.1,16.0,low_bike_demand,36.95,1,1
9,4,5,0,1,1,21.6,12.9,57.63,0.0,0.0,14.8,82.3,16.0,low_bike_demand,44.2175,1,1
23,0,1,0,1,0,4.7,-5.6,47.03,0.0,0.0,0.8,0.0,16.0,low_bike_demand,38.017500000000005,0,1
22,1,2,0,1,0,1.1,-5.1,63.58,0.0,5.43,34.6,100.0,16.0,low_bike_demand,33.105000000000004,0,1
1,5,4,0,0,1,16.4,3.6,42.47,0.0,0.0,0.4,88.3,16.0,low_bike_demand,44.3825,0,1
2,6,6,0,0,1,26.1,20.1,69.84,0.0,0.0,12.2,56.1,16.0,low_bike_demand,44.089999999999996,0,1
17,1,12,0,1,0,4.3,-6.2,46.53,0.0,0.0,14.4,85.1,16.0,low_bike_demand,37.8925,1,1
15,0,9,0,1,1,26.0,8.4,32.79,0.0,0.0,18.1,50.9,16.0,high_bike_demand,50.4025,1,1
3,4,12,1,1,0,10.0,9.0,93.16,0.0,0.0,0.0,100.0,7.1,low_bike_demand,31.46,0,0
11,1,6,0,1,1,27.2,21.7,71.73,0.0,0.0,14.3,72.0,16.0,low_bike_demand,44.2925,1,1
1,1,4,0,1,1,14.8,7.7,62.27,0.0,0.0,5.2,94.3,16.0,low_bike_demand,40.0575,0,1
5,3,12,0,1,0,4.2,-7.8,41.08,0.0,0.0,28.6,26.2,16.0,low_bike_demand,38.83,0,1
12,4,1,0,1,0,3.7,-7.2,44.89,0.0,0.11,8.6,92.8,16.0,low_bike_demand,37.9025,1,1
1,4,4,0,1,1,13.7,7.9,67.76,0.0,0.0,13.4,100.0,16.0,low_bike_demand,38.46,0,1
14,1,11,0,1,0,11.2,-0.7,43.72,0.0,0.0,11.3,24.4,16.0,low_bike_demand,41.69500000000001,1,1
21,0,6,0,1,1,22.0,12.7,55.55,0.0,0.0,19.2,68.0,16.0,low_bike_demand,44.787499999999994,0,1
14,3,4,0,1,1,21.0,11.1,53.05,0.0,0.0,10.8,84.3,16.0,high_bike_demand,44.762499999999996,1,1
5,6,7,0,0,1,26.3,23.1,82.89,0.0,0.0,0.0,3.2,13.3,low_bike_demand,41.6275,0,1
7,1,8,0,1,1,25.4,21.6,79.69,0.0,0.0,7.7,24.4,16.0,low_bike_demand,41.8275,1,1
3,2,10,0,1,1,11.0,7.7,80.17,0.0,0.0,7.4,0.0,15.9,low_bike_demand,34.63249999999999,0,1
17,0,12,0,1,0,19.4,10.7,57.11,0.0,0.0,22.0,64.4,16.0,high_bike_demand,43.247499999999995,1,1
23,5,7,0,0,1,23.5,16.2,63.47,0.0,0.0,12.1,89.1,16.0,low_bike_demand,44.0575,0,1
15,4,7,0,1,1,25.5,22.3,82.42,0.009,0.0,9.3,55.0,16.0,low_bike_demand,41.34275,1,1
16,5,10,0,0,1,22.1,17.2,73.64,0.0,0.0,18.5,94.3,16.0,high_bike_demand,41.415,1,1
22,0,4,0,1,1,11.9,7.2,72.95,0.0,0.0,10.8,24.4,15.6,low_bike_demand,36.537499999999994,0,1
18,6,4,0,0,1,24.7,10.2,40.08,0.018,0.0,14.6,98.8,16.0,low_bike_demand,48.7005,1,1
5,4,6,0,1,1,20.5,18.9,90.3,0.467,0.0,14.4,100.0,15.3,low_bike_demand,37.15825,0,1
14,5,7,0,0,1,27.1,16.7,52.78,0.0,0.0,17.9,83.9,16.0,high_bike_demand,47.754999999999995,1,1
21,5,1,0,0,0,-4.5,-17.8,34.71,0.0,0.73,29.5,0.0,16.0,low_bike_demand,35.747499999999995,0,1
5,0,3,0,1,1,8.2,-2.2,47.88,0.0,0.0,20.7,24.4,16.0,low_bike_demand,39.53,0,1
6,3,3,0,1,0,2.6,1.0,89.3,0.0,0.0,6.7,89.1,13.8,low_bike_demand,28.575,0,1
9,1,7,0,1,1,27.2,18.9,60.81,0.0,0.0,14.8,81.1,16.0,high_bike_demand,46.3225,1,1
8,5,12,0,0,0,12.1,9.4,83.28,0.508,0.0,14.6,99.5,16.0,low_bike_demand,34.428000000000004,1,1
9,5,7,0,0,1,22.7,20.7,88.44,0.037,0.0,19.4,98.3,15.8,low_bike_demand,38.73075,1,1
23,6,5,0,0,1,17.1,12.2,72.96,0.0,0.0,11.0,83.9,16.0,low_bike_demand,39.085,0,1
15,4,5,0,1,1,17.8,6.7,48.15,0.0,0.0,23.7,68.5,16.0,low_bike_demand,44.0875,1,1
15,0,1,1,1,0,15.8,8.3,60.91,0.0,0.0,14.7,98.8,16.0,high_bike_demand,40.7975,1,1
8,6,2,0,0,0,1.9,-4.8,61.27,0.0,0.0,6.7,79.3,16.0,low_bike_demand,33.957499999999996,1,1
18,6,2,0,0,0,1.1,-5.0,64.03,0.0,0.1,14.3,94.3,16.0,low_bike_demand,33.0175,1,1
21,2,11,1,1,0,20.1,20.1,99.89,0.022,0.0,9.3,100.0,8.9,low_bike_demand,35.071999999999996,0,1
16,2,12,0,1,0,5.6,-2.1,57.48,0.0,0.0,7.7,84.5,16.0,low_bike_demand,36.505,1,1
12,4,3,0,1,1,14.3,0.6,39.25,0.0,0.0,27.3,91.1,16.0,low_bike_demand,43.9125,1,1
11,5,8,0,0,1,28.7,20.7,61.93,0.0,0.0,9.6,82.5,16.0,high_bike_demand,46.86749999999999,1,1
16,0,3,0,1,1,10.6,-8.5,25.36,0.0,0.0,11.2,79.3,16.0,high_bike_demand,44.185,1,1
17,4,9,0,1,1,20.6,2.8,30.87,0.0,0.0,26.9,0.0,16.0,high_bike_demand,48.1325,1,1
4,3,10,0,1,1,16.0,14.3,89.51,0.83,0.0,8.9,99.6,14.2,low_bike_demand,34.99,0,1
8,5,5,0,0,1,23.2,15.6,62.29,0.0,0.0,17.7,32.7,16.0,low_bike_demand,44.1275,1,1
23,3,11,0,1,0,12.1,8.9,80.72,0.0,0.0,0.7,79.3,11.4,low_bike_demand,35.07,0,1
7,1,4,0,1,1,14.9,13.3,90.49,0.0,0.0,7.2,100.0,2.5,low_bike_demand,34.4275,1,0
3,5,2,0,0,0,-8.4,-18.4,44.13,0.0,0.0,22.1,0.0,16.0,low_bike_demand,32.2675,0,1
12,0,12,0,1,0,5.6,3.9,89.04,4.468,0.0,12.7,100.0,5.2,low_bike_demand,28.997999999999998,1,0
18,4,1,0,1,0,7.1,-1.2,55.57,0.0,0.0,29.0,100.0,16.0,high_bike_demand,37.5825,1,1
0,4,7,0,1,1,23.3,20.0,81.97,0.0,0.0,23.1,100.0,16.0,low_bike_demand,40.332499999999996,0,1
15,2,10,0,1,1,21.6,10.6,49.58,0.0,0.0,27.6,24.4,16.0,high_bike_demand,45.655,1,1
13,5,3,0,0,1,20.5,12.9,61.4,0.0,0.0,25.6,89.3,16.0,high_bike_demand,43.0,1,1
11,2,2,0,1,0,-0.7,-12.2,41.44,0.0,0.02,13.4,81.1,16.0,low_bike_demand,36.415000000000006,1,1
6,0,6,0,1,1,13.0,4.4,55.97,0.0,0.0,7.1,79.3,16.0,low_bike_demand,40.3575,0,1
23,1,9,0,1,1,15.5,5.0,49.59,0.0,0.0,16.4,27.2,16.0,low_bike_demand,42.7275,0,1
4,1,12,0,1,0,8.3,1.8,63.45,0.0,0.0,7.3,89.3,16.0,low_bike_demand,36.6625,0,1
13,5,4,0,0,1,17.8,1.5,33.44,0.0,0.0,14.3,96.8,16.0,high_bike_demand,46.465,1,1
10,1,11,0,1,0,3.7,-2.7,62.84,0.0,0.0,9.0,100.0,16.0,low_bike_demand,34.540000000000006,1,1
12,3,11,0,1,1,9.9,0.6,52.18,0.0,0.0,5.4,91.1,16.0,low_bike_demand,39.58,1,1
5,4,7,0,1,1,24.3,22.9,92.03,0.0,0.0,7.5,72.9,15.6,low_bike_demand,38.7925,0,1
20,1,8,0,1,1,24.3,21.2,82.8,0.337,0.0,0.1,60.5,16.0,low_bike_demand,40.59075,1,1
16,0,1,0,1,0,8.3,-1.3,51.05,0.0,0.0,25.3,100.0,16.0,low_bike_demand,38.9875,1,1
19,2,10,0,1,1,22.0,18.9,82.45,0.0,0.0,0.0,44.6,16.0,low_bike_demand,39.612500000000004,1,1
23,1,5,0,1,1,18.7,17.2,90.96,0.0,0.0,10.6,44.6,15.6,low_bike_demand,36.235,0,1
20,5,9,0,0,1,21.0,18.9,87.74,0.022,0.0,10.5,98.1,13.1,low_bike_demand,38.0345,1,1
2,5,3,0,0,1,9.2,1.8,59.81,0.0,0.0,24.1,100.0,16.0,low_bike_demand,37.7975,0,1
4,1,11,0,1,0,2.6,-1.8,72.92,0.0,0.0,10.7,86.1,16.0,low_bike_demand,31.970000000000002,0,1
12,6,2,0,0,0,5.5,2.8,82.68,0.0,0.0,16.4,100.0,14.2,low_bike_demand,31.404999999999998,1,1
22,4,1,0,1,0,-1.3,-12.9,40.98,0.0,0.0,24.0,86.1,16.0,low_bike_demand,36.205,0,1
6,6,5,0,0,1,23.2,18.8,76.55,0.0,0.0,13.0,81.3,16.0,low_bike_demand,41.362500000000004,0,1
0,2,4,0,1,1,7.8,-2.8,47.13,0.0,0.0,16.3,86.5,16.0,low_bike_demand,39.467499999999994,0,1
8,4,1,1,1,0,2.8,-3.9,61.35,0.0,0.0,15.9,100.0,16.0,low_bike_demand,34.387499999999996,1,1
8,5,7,0,0,1,25.5,20.0,71.92,0.0,0.0,16.0,81.3,16.0,low_bike_demand,43.394999999999996,1,1
19,4,2,0,1,0,3.8,-10.0,35.9,0.0,0.0,22.8,24.4,16.0,low_bike_demand,39.474999999999994,1,1
13,2,10,0,1,1,21.2,19.5,90.12,0.0,0.0,11.4,99.2,16.0,low_bike_demand,37.644999999999996,1,1
23,3,2,0,1,0,12.4,9.6,83.2,0.0,0.0,26.0,99.6,16.0,low_bike_demand,34.699999999999996,0,1
16,4,8,0,1,1,28.2,19.4,58.94,0.0,0.0,11.2,84.7,16.0,high_bike_demand,47.165,1,1
18,1,1,0,1,0,7.2,6.3,93.54,0.0,0.0,7.1,99.6,14.2,high_bike_demand,29.99,1,1
20,4,3,0,1,0,19.2,-0.6,26.4,0.0,0.0,10.4,44.6,16.0,low_bike_demand,48.050000000000004,1,1
15,3,8,0,1,1,29.8,14.4,39.14,0.0,0.0,19.5,26.4,16.0,high_bike_demand,51.265,1,1
5,1,2,0,1,0,1.9,-4.8,61.04,0.0,0.0,15.6,0.0,16.0,low_bike_demand,34.015,0,1
13,3,8,0,1,1,28.3,14.3,42.48,0.0,0.0,5.6,26.4,16.0,low_bike_demand,50.03,1,1
9,4,7,0,1,1,26.7,20.7,69.47,0.0,0.0,14.8,24.4,16.0,low_bike_demand,44.4825,1,1
7,5,9,0,0,1,9.8,2.1,58.91,0.0,0.0,21.2,32.7,16.0,low_bike_demand,38.247499999999995,1,1
3,6,8,0,0,1,24.2,22.8,92.11,0.0,0.0,6.7,87.1,16.0,low_bike_demand,38.722500000000004,0,1
19,1,4,0,1,1,9.9,-4.9,34.7,0.0,0.0,31.3,99.6,16.0,low_bike_demand,42.574999999999996,1,1
20,0,3,0,1,1,11.6,-3.5,34.62,0.0,0.0,7.1,0.0,16.0,low_bike_demand,43.37,1,1
21,2,10,0,1,1,20.4,18.8,90.38,0.0,0.0,6.7,44.6,15.9,low_bike_demand,37.205000000000005,0,1
5,6,6,0,0,1,21.9,18.2,79.42,0.0,0.0,9.0,44.6,15.8,low_bike_demand,40.169999999999995,0,1
10,6,5,0,0,1,18.4,7.7,49.45,0.0,0.0,16.3,80.3,15.9,low_bike_demand,44.162499999999994,1,1
20,4,5,0,1,1,13.3,9.9,80.03,0.0,0.0,14.6,91.7,16.0,low_bike_demand,35.7925,1,1
13,0,11,0,1,0,9.9,-2.7,41.17,0.0,0.0,29.1,89.3,16.0,low_bike_demand,41.50750000000001,1,1
6,3,1,0,1,0,-1.3,-6.3,68.98,0.0,0.0,9.0,99.8,16.0,low_bike_demand,30.855,0,1
15,4,1,0,1,0,8.7,0.0,54.44,0.0,0.0,34.7,89.3,16.0,low_bike_demand,38.565,1,1
18,0,4,0,1,1,18.3,5.6,43.13,0.0,0.0,18.3,79.3,16.0,high_bike_demand,45.1925,1,1
6,4,3,0,1,1,10.0,-0.9,46.82,0.0,0.0,9.7,94.6,16.0,low_bike_demand,40.57,0,1
22,0,3,0,1,1,4.9,-8.5,37.31,0.0,0.0,8.3,79.3,16.0,low_bike_demand,39.7725,0,1
8,6,7,0,0,1,26.4,18.1,60.19,0.0,0.0,0.0,80.3,13.3,low_bike_demand,46.0775,1,1
16,3,3,0,1,0,12.2,-8.2,23.29,0.0,0.0,27.5,80.3,16.0,low_bike_demand,45.17750000000001,1,1
10,5,9,0,0,1,18.5,11.1,61.84,0.0,0.0,0.0,24.4,16.0,high_bike_demand,41.94,1,1
21,4,6,0,1,1,24.8,18.8,69.4,0.0,0.0,17.1,68.3,16.0,low_bike_demand,43.55,0,1
5,3,10,0,1,1,4.1,1.6,83.55,0.0,0.0,10.6,25.3,16.0,low_bike_demand,30.5375,0,1
11,0,6,0,1,1,28.4,22.2,69.01,0.0,0.0,11.0,26.4,16.0,low_bike_demand,45.397499999999994,1,1
22,1,4,0,1,1,8.7,-3.9,40.79,0.0,0.0,23.7,96.0,16.0,low_bike_demand,41.0025,0,1
18,6,9,0,0,1,23.3,18.2,72.9,0.0,0.0,9.4,65.9,16.0,high_bike_demand,42.14999999999999,1,1
8,4,10,0,1,1,13.4,8.3,71.26,0.0,0.0,9.9,24.4,16.0,high_bike_demand,37.61,1,1
1,1,6,0,1,1,25.2,19.2,69.36,0.0,0.0,4.8,79.3,16.0,low_bike_demand,43.76,0,1
13,0,11,0,1,0,21.4,14.3,64.21,0.0,0.0,11.0,24.4,16.0,low_bike_demand,42.8725,1,1
11,1,11,0,1,0,4.3,-2.9,59.6,0.0,0.0,14.6,99.6,16.0,low_bike_demand,35.449999999999996,1,1
16,6,1,0,0,0,9.3,-5.8,33.9,0.0,0.0,15.8,44.6,16.0,low_bike_demand,42.39999999999999,1,1
23,4,7,0,1,1,27.5,22.2,72.8,0.0,0.0,10.3,34.5,15.6,low_bike_demand,44.224999999999994,0,1
15,4,3,0,1,0,5.5,1.6,75.96,0.267,0.0,14.4,100.0,16.0,low_bike_demand,32.718250000000005,1,1
7,5,2,0,0,0,-0.7,-8.2,56.72,0.0,0.0,28.6,28.0,16.0,low_bike_demand,33.595,1,1
22,1,8,0,1,1,26.2,17.2,57.77,0.0,0.0,0.2,25.8,16.0,low_bike_demand,46.4075,0,1
11,1,6,0,1,1,24.9,8.8,35.98,0.0,0.0,18.4,44.6,16.0,low_bike_demand,49.43000000000001,1,1
21,6,11,0,0,0,8.4,-0.1,55.17,0.0,0.0,14.0,79.3,16.0,low_bike_demand,38.2825,0,1
2,4,11,0,1,0,8.3,-1.2,51.11,0.0,0.0,13.2,79.3,16.0,low_bike_demand,38.9975,0,1
4,3,11,0,1,0,0.7,-3.0,76.15,0.0,0.0,4.8,24.4,16.0,low_bike_demand,30.3875,0,1
8,4,2,0,1,0,3.8,-7.3,44.35,0.0,0.0,20.2,98.8,16.0,low_bike_demand,38.037499999999994,1,1
9,2,4,0,1,1,20.7,14.0,65.4,0.0,0.0,7.7,79.3,16.0,low_bike_demand,42.325,1,1
8,0,3,0,1,1,7.6,-2.2,50.02,0.0,0.0,10.8,0.0,16.0,high_bike_demand,38.845,1,1
